,Channel Title,ZemenExpress,ID,Message,Date,Media Path
1076,Zemen Express®,@ZemenExpress,4241,"['Electric', 'Incense', 'Burner', 'የእጣን', 'ማጨሻ', 'በተጨማሪ', 'እንደ', 'መብራት', 'የሚያገለግል', 'ማጨሻውን', 'መብራቱን', 'ለየብቻ', 'መጠቀም', 'የሚያስችል', 'ለአጠቃቀም', 'ቀላል', 'ዋጋ', '1450', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-09 04:56:43+00:00,photos\@ZemenExpress_4241.jpg
1077,Zemen Express®,@ZemenExpress,4240,"['Mylongs', 'Electric', 'kettle', 'Tea', 'pot', '2', '2', 'ሊትር', 'የመያዝ', 'አቅም', 'ያለው', 'ቦይለር', '800ሚሊ', 'ውብ', 'ማራኪ', 'ስቶቨ', 'ላይ', 'የሚጣድ', 'የሻይ', 'ማሰሮ', 'A', 'boiler', 'with', 'a', 'capacity', 'of', '2', '2', 'liters', '800', 'ml', 'capacity', 'tea', 'pot', 'ዋጋ', '2500', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-08 18:40:30+00:00,photos\@ZemenExpress_4240.jpg
1078,Zemen Express®,@ZemenExpress,4239,"['ዛሬ', 'በሳዑዲ', 'ጨረቃ', 'ባለመታየቷ', 'የዒድ', 'አልፈጥር', 'በዓል', 'የፊታችን', 'ረቡዕ', 'ይከበራል', 'ዛሬ', 'በሳዑዲ', 'ዓረቢያ', 'አካባቢ', 'ጨረቃ', 'ባለመታየቷ', 'የዒድ', 'አልፈጥር', 'በዓል', 'የፊታችን', 'ረቡዕ', 'እንደሚከበር', 'ተገለጸ', 'መልካም', 'የኢድ', 'የመጨረሻ', 'ፆም', 'Zen_Express']",2024-04-08 16:12:32+00:00,photos\@ZemenExpress_4239.jpg
1079,Zemen Express®,@ZemenExpress,4238,"['100ml', 'Spray', 'Bottle', 'Elegant', 'oil', 'sprayer', 'perfect', 'for', 'cooking', 'baking', 'grilling', 'or', 'salad', 'making', 'A', 'perfect', 'kitchen', 'gadget', 'that', 'will', 'help', 'you', 'eat', 'healthier', 'using', 'less', 'oil', 'Designed', 'to', 'distribute', 'the', 'oil', 'evenly', 'on', 'whichever', 'dish', 'you', 'are', 'using', 'it', 'on', 'ዋጋ', '400', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-08 06:07:42+00:00,photos\@ZemenExpress_4238.jpg
1082,Zemen Express®,@ZemenExpress,4235,"['3in1Water', 'Bottle', '2L', '900ml', '300ml', 'ሶስቱን', 'በአንድ', 'ላይ', 'ዋጋ', 'ሶስቱን', '1200', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-07 17:41:04+00:00,photos\@ZemenExpress_4235.jpg
1085,Zemen Express®,@ZemenExpress,4232,"['የእንቁላል', 'ሊጥ', 'መምቻ', 'ለአጠቃቀም', 'በጣም', 'ምቹ', 'ፍጥነት', 'መቆጣጠሪያ', 'ያለው', 'ለሊጥ', 'እንቁላል', 'መምቻ', 'የሚሆን', 'ክሬም', 'መስርያ', 'የተፈጨ', 'ስጋ', 'ለማደባለቅ', 'የራሱ', 'መለዋወጫ', 'ያለው', '260w', 'ዋጋ', '1300ብር', 'ውስን', 'ፍሬ', 'ያለው', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-06 19:21:54+00:00,photos\@ZemenExpress_4232.jpg
1087,Zemen Express®,@ZemenExpress,4230,"['በረፍት', 'ቀንዎ', 'ሱቅ', 'ላይ', 'መስተናገድ', 'ለምትፈልጉ', 'ውድ', 'ደንበኞቻችን', 'ነገ', 'ከጠዋቱ', '4', '30', '_', 'ቀኑ', '11', '00', 'ድረስ', 'ሱቃችን', 'ክፍት', 'ሁኖ', 'ይጠብቅዎታል', 'ፒያሳ', 'የሚገኘው', 'ሱቃችን', 'ከ', '6', '00', 'ሰዓት', 'ጀምሮ', 'ክፍት', 'ሁኖ', 'ይጠብቅዎታል', 'ሱቅ', 'መተው', 'መግዛት', 'ላልቻላችሁ', 'በሞተረኞች', 'ያሉበት', 'እናደርሳለን', 'ዘወትር', 'ሰኞ', '_ቅዳሜ', 'ከጠዋቱ', '2', '30', 'እስከ', 'ምሽቱ', '2', '00', 'ድረስ', 'ክፍት', 'መሆኑን', 'እንገልፃለን', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-06 18:57:36+00:00,photos\@ZemenExpress_4230.jpg
1088,Zemen Express®,@ZemenExpress,4229,"['ልዮ', 'የበአል', 'ቅናሽ', 'Sanford', 'አነስተኛ', 'የልብስ', 'የጫማ', 'ማጠቢያ', 'ማሽን', 'ለቲሸርት', 'ለጂንስ', 'ለሹራብ', 'ለአንሶላ', 'ጫማ', 'በጠቅላላው', 'እስከ', '2', '5', 'kg', 'የሚመዝን', 'ልብስ', 'በአንድ', 'ጊዜ', 'ማጠብ', 'የሚችል', 'በተጨማሪም', 'ጫማ', 'ማጠቢያ', 'ቡሩሽ', 'ያለው', 'የራሱ', 'መጭመቂያ', 'ያለው', 'አንድ', 'አመት', 'ዋስትና', 'ያለው', 'አነስተኛ', 'የኤሌክትሪክ', 'ፍጆታ', 'ሀይል', 'ቆጣቢ', 'ከቦታ', 'ቦታ', 'በቀላሉ', 'ተንቀሳቃሽ', 'በጠባብ', 'ቦታ', 'መቀመጥ', 'የሚችል', 'ዋጋ', '9900', 'ብር', '9400', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-06 14:11:18+00:00,photos\@ZemenExpress_4229.jpg
1093,Zemen Express®,@ZemenExpress,4224,"['በሁሉም', 'ሱቆቻችን', 'መጭው', 'የረመዳን', 'በአልን', 'በማስመልከት', 'በተመረጡ_እቃወች', 'ላይ', 'ልዮ', 'ቅናሽ', 'ያደረግን', 'መሆኑን', 'ስንገልፅ', 'በታላቅ', 'ደስታ', 'ሱቅ', 'መተው', 'መግዛት', 'ላልቻሉ', 'ያሉበት', 'በሞተረኛ', 'እናደርሳለን', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-06 07:52:49+00:00,photos\@ZemenExpress_4224.jpg
1095,Zemen Express®,@ZemenExpress,4222,"['MAGIC', 'FLAT', 'MOP', 'AND', 'BUCKET', 'SYSTEM', 'Professional', 'Dust', 'Scraping', 'Mops', 'Floor', 'Cleaner', 'and', 'Bucket', 'Kit', 'for', 'Kitchen', 'Hard', 'Floor', 'Replacent', 'Mop', 'Heads', 'Easy', 'Self', 'Wringing', 'Dry', 'Wet', 'Mop', 'ተቀያሪ', 'ጨርቅ', 'ያለው', '360', 'የሚሽከረከር', 'ለአጠቃቀም', 'በጣም', 'ቀላል', 'ማድረቂያው', 'ውሀ', 'መያዣው', 'ለየብቻ', 'የሆነ', 'የራሱ', 'ውሀ', 'ማፍሰሻ', 'ያለው', 'በሁለት', 'የሳይዝ', 'አማራጭ', 'ዋጋ', 'ትልቁ', '3200ብር', 'ትንሹ', '2600ብር', 'ውስን', 'ፍሬ', 'ያለው', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-05 13:58:44+00:00,photos\@ZemenExpress_4222.jpg
1103,Zemen Express®,@ZemenExpress,4213,"['Philips', 'Steam', 'Iron', '2000', 'W', 'enabling', 'constant', 'high', 'steam', 'output', 'Easy', 'and', 'effective', '4', 'steam', 'settings', 'for', 'better', 'ironing', 'results', '220', 'ml', 'water', 'tank', 'for', 'longer', 'ironing', 'sessions', 'Calc', 'Clean', 'slider', 'for', 'durable', 'steam', 'performance', 'Continuous', 'steam', 'up', 'to', '25g', 'min', 'for', 'good', 'crease', 'removal', 'Integrated', 'water', 'spray', 'evenly', 'moistens', 'the', 'fabric', 'ዋጋ', '3500', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-04 09:56:18+00:00,photos\@ZemenExpress_4213.jpg
1104,Zemen Express®,@ZemenExpress,4212,"['Philips', 'Kettle', '1', '7L', '2200', 'watt', 'capacity', '1', '7L', 'ዋጋ', '3900', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-04 09:53:21+00:00,photos\@ZemenExpress_4212.jpg
1109,Zemen Express®,@ZemenExpress,4207,"['TZY', 'paystra', 'ዋጋ', '1200', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-03 05:50:49+00:00,photos\@ZemenExpress_4207.jpg
1111,Zemen Express®,@ZemenExpress,4205,"['Hair', 'Dry', 'Towel', 'Quick', 'Dry', 'Hair', 'Towel', 'Cap', 'Super', 'Absorption', 'Turban', 'Hair', 'Dry', 'Cap', 'ዋጋ', '250', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'Over', 'Toilet', 'Storage', 'Rack', 'የቦታ', 'ጥበት', 'ካለብዎ', 'ይሄ', 'ያስፈልግዎታል', 'Toilet', 'Kitchen', 'ላይ', 'ሊጠቀሙበት', 'ይችላሉ', 'የንፅህና', 'ዕቃዎችን', 'ኮስሞቲክሶች', 'አትክልት', 'ፍራፍሬዎችን', 'ሊያስቀምጡበት', 'ይችላሉ', 'ግድግዳ', 'መብሳት', 'አያስፈልግዎትም', 'ከጠንካራ', 'ብረት', 'ፕላስቲክ', 'የተሰራ', 'እርጥበትን', 'የሚቋቋም', 'የማይዝግ', 'ማያያዣ', 'ሁክ', 'ያለው', 'ዋጋ', '1100', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-02 10:44:48+00:00,
1114,Zemen Express®,@ZemenExpress,4202,"['DUST', 'ROLLER', 'STICKER', 'ዋጋ', '500', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-01 17:53:02+00:00,
1115,Zemen Express®,@ZemenExpress,4201,"['Original', 'Sanford', 'አነስተኛ', 'የልብስ', 'የጫማ', 'ማጠቢያ', 'ማሽን', 'ለቲሸርት', 'ለጂንስ', 'ለሹራብ', 'ለአንሶላ', 'ጫማ', 'በጠቅላላው', 'እስከ', '2', '5', 'kg', 'የሚመዝን', 'ልብስ', 'በአንድ', 'ጊዜ', 'ማጠብ', 'የሚችል', 'በተጨማሪም', 'ጫማ', 'ማጠቢያ', 'ቡሩሽ', 'ያለው', 'የራሱ', 'መጭመቂያ', 'ያለው', 'አንድ', 'አመት', 'ዋስትና', 'ያለው', 'አነስተኛ', 'የኤሌክትሪክ', 'ፍጆታ', 'ሀይል', 'ቆጣቢ', 'ከቦታ', 'ቦታ', 'በቀላሉ', 'ተንቀሳቃሽ', 'በጠባብ', 'ቦታ', 'መቀመጥ', 'የሚችል', 'ዋጋ', '9900', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-04-01 13:54:50+00:00,photos\@ZemenExpress_4201.jpg
1118,Zemen Express®,@ZemenExpress,4198,"['Saachi', 'Electric', 'Kettle', 'Double', 'wall', 'outer', 'body', 'With', 'stainless', 'steel', 'inner', 'layer', 'cordless', 'Automatic', 'switch', 'off', '2200', 'watt', 'ዋጋ', '2100', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-03-31 19:00:27+00:00,photos\@ZemenExpress_4198.jpg
1119,Zemen Express®,@ZemenExpress,4197,"['Under', 'shelf', 'spice', 'rack', 'ዋጋ', '1100', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G']",2024-03-31 08:18:35+00:00,photos\@ZemenExpress_4197.jpg
1122,Zemen Express®,@ZemenExpress,4194,"['በረፍት', 'ቀንዎ', 'ሱቅ', 'ላይ', 'መስተናገድ', 'ለምትፈልጉ', 'ውድ', 'ደንበኞቻችን', 'ነገ', 'ከጠዋቱ', '4', '30', '_', 'ቀኑ', '11', '00', 'ድረስ', 'ሱቃችን', 'ክፍት', 'ሁኖ', 'ይጠብቅዎታል', 'ሱቅ', 'መተው', 'መግዛት', 'ላልቻላችሁ', 'በሞተረኞች', 'ያሉበት', 'እናደርሳለን', 'ዘወትር', 'ሰኞ', '_ቅዳሜ', 'ከጠዋቱ', '2', '30', 'እስከ', 'ምሽቱ', '2', '00', 'ድረስ', 'ክፍት', 'መሆኑን', 'እንገልፃለን', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S']",2024-03-30 17:51:28+00:00,photos\@ZemenExpress_4194.jpg
1135,Zemen Express®,@ZemenExpress,4180,"['Wass', 'Metad', 'ዋስ', 'ምጣድ', '16', 'inch', '41', 'cm', 'ስፋት', 'ሙሉ', 'በሙሉ', 'ዲጂታል', 'ሟሟሸት', 'ማሰስ', 'የማይፈልግ', 'ለእንጀራ', 'ለፒዛ', 'ለቆጮ', 'ለአንባሻ', 'ለፓን', 'ኬክ', 'ለጥብሳጥብስ', 'ለቂጣ', 'ዘሮች', 'በሙሉ', 'መዋል', 'ይችላል', 'ዋጋ', '14', '300', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-03-29 07:26:59+00:00,photos\@ZemenExpress_4180.jpg
1136,Zemen Express®,@ZemenExpress,4179,"['Saachi', '20', 'Bar', 'Coffee', 'Maker', '20', 'bar', 'high', 'pressure', 'pump', '1', '5L', 'detachable', 'pp', 'water', 'tank', 'can', 'make', 'Espresso', 'cappuccino', 'die', '_casting', 'aluminum', 'alloy', 'boiler', 'ዋጋ', '20', 'Bar', '10', '500ብር', '16', 'Bar', '9', '300', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-03-29 04:07:36+00:00,photos\@ZemenExpress_4179.jpg
1137,Zemen Express®,@ZemenExpress,4178,"['Tummy', 'Wrap', 'Belt', 'ቦርጭ', 'የሚሰበስብ', 'ስብ', 'የሚያቃጥል', '5', 'ሜትር', 'Fat', 'Burning', 'Molding', 'Body', 'Shaping', 'Reduce', 'Waistline', 'Promote', 'Sweating', 'Size', '5m', 'ዋጋ', '750', 'ብር', 'ውስን', 'ፍሬ', 'ያለን', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G']",2024-03-28 12:08:22+00:00,photos\@ZemenExpress_4178.jpg
1140,Zemen Express®,@ZemenExpress,4175,"['Manual', 'Hand', 'Press', 'Fruit', 'Juicer', 'Safe', 'Quick', 'Super', 'Easy', 'to', 'Clean', 'and', 'Effective', 'Juicing', 'ዋጋ', '900', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-03-28 04:25:22+00:00,photos\@ZemenExpress_4175.jpg
1143,Zemen Express®,@ZemenExpress,4172,"['Saachi', 'Hot', 'plate', 'ትልቁ', 'ሳቺ', 'ባለሁለት', 'ምድጃ', 'ስቶቭ', '2000', 'ዋት', 'ፊውዝ', 'የተገጠመለት', 'ትልቅ', 'ድስት', 'መሸከም', 'የሚችል', 'አስተማማኝ', 'ቴርሞስታት', 'ባለ', 'ፊውዝ', 'ዋጋ', '2800', 'ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-03-27 15:46:55+00:00,photos\@ZemenExpress_4172.jpg
1144,Zemen Express®,@ZemenExpress,4171,"['12', 'Cups', 'Set', 'Chinese', 'Medical', 'Vacuum', 'Cupping', 'Suction', 'Redy', 'Therapy', 'የዋገምት', 'ህክምናን', 'ምቹና', 'ቀላል', 'በሆነ', 'መንገድ', 'ለመጠቀም', 'ዋጋ', '1400', 'ብር', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-03-27 13:39:03+00:00,photos\@ZemenExpress_4171.jpg
1155,Zemen Express®,@ZemenExpress,4160,"['Kitchen', 'Sticker', 'ለኪችንዎ', 'ውበት', 'እጅግ', 'ተመራጭ', 'ውሀ', 'የማያስገባ', 'ቅባት', 'ዘይት', 'ነገሮች', 'እሳት', 'ተቀጣጣይ', 'ነገሮችን', 'የሚቋቋም', 'ለኪችን', 'ካቢኔት', 'ለካቢኔት', 'መሳቢያወች', 'ለኪችንዎ', 'ግርግዳ', 'ኪችንዎትን', 'ውብ', 'ፅዱ', 'ለማድረግ', 'ተመራጭ', 'ዋጋ', '5m', '60cm', '800', 'ብር', 'Available', 'Colour', 'Gold', 'Silver', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-03-26 06:04:36+00:00,photos\@ZemenExpress_4160.jpg
1158,Zemen Express®,@ZemenExpress,4157,"['Electric', 'Hot', 'plate', 'በኤሌክትሪክ', 'የሚሰራ', 'የራሱ', 'ሙቀት', 'መቆጣጠሪያ', 'ያለው', '1400', 'watt', 'ለማንቀሳቀስ', 'የራሱ', 'መያዣ', 'ያለው', 'ከጀበና', 'እስከ', 'ትልቅ', 'ድስቶች', 'የሚመች', 'ዋጋ', '5200ብር', 'ውስን', 'ፍሬ', 'ያለው', 'አድራሻ', 'ቁ', '1', 'መገናኛ', 'መሰረት', 'ደፋር', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ቢሮ', 'ቁ', 'S05', 'S06', 'ቁ', '2', 'ፒያሳ', 'ጊዮርጊስ', 'አደባባይ', 'ራመት_ታቦር_ኦዳ_ህንፃ', '1ኛ', 'ፎቅ', 'ሱቅ', 'ቁ', 'G', 'ፒያሳ', 'ቅርንጫፍ']",2024-03-25 05:42:27+00:00,photos\@ZemenExpress_4157.jpg
